userid,username,firstname,lastname,city,state,email,phone,likesports,liketheatre,likeconcerts,likejazz,likeclassical,likeopera,likerock,likevegas,likebroadway,likemusicals
39740,ABJ12IHC,Freya,Hardin,Santa Clara,NT,eget@augueid.com,(470) 630-3166,,true,true,false,false,,true,,false,true
39771,ZAG99BBA,Clare,Sutton,Appleton,NT,quam.Curabitur.vel@turpis.ca,(843) 297-6958,,,false,true,,false,,,true,
39797,FTT16ZWB,Moses,Rojas,Barrow,OH,mauris.erat@NuncmaurisMorbi.org,(545) 948-7671,,true,,false,false,,true,false,true,
39827,YEZ80GWT,Channing,Mcconnell,Hayward,NL,dolor.sit.amet@mi.edu,(974) 640-9708,true,false,true,false,,,,,false,true
39845,FMM18BQO,Ori,Rodgers,White Plains,WA,dolor@accumsanconvallisante.edu,(235) 100-3345,,true,true,false,,,false,true,false,
39872,BVS48RJA,James,Bradley,Arlington,VT,ac.a.In@Fuscealiquamenim.com,(259) 552-0651,false,,false,,,,,false,true,false
39889,EQO85HTF,Rachel,Rivas,Beverly Hills,FL,odio.Nam@commodoatlibero.ca,(799) 407-3482,false,,,false,,false,true,false,,
39908,QSS33OGV,Ciara,Dudley,Fontana,DC,malesuada.augue@necquamCurabitur.org,(971) 980-9680,true,,true,false,,,,,,
39933,WES17ZBR,Dennis,Nicholson,Jonesboro,NL,faucibus.id.libero@mifringillami.edu,(940) 433-6177,,true,false,true,,,,true,true,false
39950,HNE10OQD,Margaret,Kelley,Taylorsville,OR,non.enim@augueidante.com,(727) 151-2226,true,,,,,,true,,true,
39972,PYB87ZEK,Nehru,Porter,Wheaton,DE,ante.lectus.convallis@nuncIn.edu,(292) 834-1775,,true,,false,false,true,,false,true,
39991,KLE90XRW,Yetta,Mcconnell,Beloit,QC,dolor.dapibus@Curae;Phasellus.org,(350) 184-3903,true,,false,false,,false,false,false,,
40005,DLF54FRC,Jael,Murphy,Tempe,NL,placerat@Maurisnon.edu,(885) 655-9599,,false,true,false,,true,,,,true
40026,XZM94HNK,Jade,Saunders,Lawrenceville,YT,dolor@utpellentesqueeget.org,(262) 513-8101,,true,false,,true,,,true,false,false
40046,DJU88XVF,Lynn,Maynard,Council Bluffs,NT,Phasellus@Cum.org,(743) 869-2337,true,,false,,,,,,,true
40062,RFS49UTF,Orlando,Mcfadden,Nampa,NB,venenatis.lacus.Etiam@felis.ca,(352) 184-0371,,,,,,false,,,false,
40076,BPO50QUN,Mara,Oneal,Claremore,NT,hendrerit@Vivamusnon.edu,(840) 518-6340,,,false,,true,,,,true,true
40090,ADE18BAW,Ali,Chang,Peekskill,NM,et.magna.Praesent@magnaNam.edu,(901) 604-4920,,,,,false,,,,true,
40107,PEY39IWD,Allegra,Sawyer,Rapid City,YT,dictum.Phasellus.in@Cum.org,(691) 262-9726,,,false,true,,,false,,,
40130,SAB71JES,Patience,Burch,Blacksburg,TX,libero@sedconsequatauctor.org,(447) 450-1352,,,true,,,,,,true,
40154,BCJ15VYQ,Deirdre,Graham,Greensboro,YT,gravida.non.sollicitudin@tempusrisusDonec.edu,(890) 517-4307,,false,false,true,false,,,,,
40171,IWH25BLF,Jesse,Rhodes,Bay St. Louis,DE,Quisque.varius@Morbisitamet.edu,(767) 547-5978,,,,,true,true,true,true,,false
40185,FDH84AYP,Brittany,Garner,Beloit,WV,erat.volutpat@tellusSuspendisse.com,(650) 284-9049,false,,,true,,,,,false,
40203,EHD20WUT,Octavia,Burns,Hot Springs,CA,non.sollicitudin.a@maurisblandit.edu,(430) 938-9494,,,false,,,true,true,,true,false
40226,XNJ24JJO,Merrill,Clay,Bradford,SD,Sed.diam@Cumsociisnatoque.com,(906) 313-0712,false,,,true,,false,,,,
40251,FES47CSJ,Kibo,Landry,Shelton,IN,iaculis.lacus@ornaresagittis.org,(997) 286-0585,true,,,,,,true,false,false,false
40265,JBO21XZT,Rahim,Mcpherson,Abilene,AZ,vel.faucibus@nunc.com,(668) 877-0367,,false,,,true,true,,true,true,
40284,BUD88LKX,Jenna,Espinoza,Fort Dodge,QC,Suspendisse.aliquet@Suspendissenonleo.edu,(139) 393-0359,false,,false,,true,false,true,,false,
40302,KCM00XKQ,Hayden,Bean,Saint Cloud,IA,cursus@molestie.org,(281) 623-9005,,,true,,,,true,false,true,
40328,WNZ76YZZ,Avye,Fletcher,North Las Vegas,KS,consectetuer@luctusetultrices.com,(940) 377-6151,,true,false,true,,,false,true,,
40344,QEL75MID,Xanthus,Fry,East Lansing,NS,amet@nunc.com,(834) 593-6807,,false,,true,,true,false,false,,true
40360,VNS58AUA,Amal,Cain,Pico Rivera,QC,imperdiet.ornare.In@Curae;.org,(406) 995-7740,true,,,,,,,,false,
40382,JGS04FDZ,Cheryl,Frye,Modesto,NT,Aenean.eget.magna@portaelita.edu,(153) 567-5717,,,,,false,false,false,true,false,
40395,TLS05COC,Marny,Holmes,Saukville,QC,est@vitaealiquet.org,(865) 397-2984,,false,,,,,false,,true,false
40410,RKC71OXL,Drew,Price,Hartford,ND,quis@inmolestie.org,(503) 542-1572,,false,true,,,,,,false,false
40427,RNB96SFH,Hilary,Nolan,Dickinson,NL,at.nisi@ainterdumCurabitur.ca,(630) 656-0423,,false,false,,false,true,true,false,,false
40444,YXN00HHH,Rashad,Sullivan,Evanston,MN,in@montes.edu,(172) 318-4602,false,,,true,true,,true,true,,
40460,BBF34MAU,Brynne,Burch,Charleston,CA,lobortis.tellus.justo@egestas.org,(611) 553-6020,,,,,,true,true,,,true
40476,LRR11DSZ,Diana,Stanton,Scarborough,OH,et.risus@aliquetlobortisnisi.com,(271) 973-0119,false,,false,false,,,,true,true,false
40492,IXI63JJF,Eugenia,Stevenson,Elsmere,BC,eu@nascetur.ca,(896) 473-5393,,true,,,false,true,,true,,
40507,MLU56VCX,Honorato,Byers,Oneonta,OH,Proin@necurna.edu,(977) 111-7250,true,,,,,,,false,,false
40524,RJF77MKJ,Zorita,Sweet,Stillwater,ID,ac.arcu.Nunc@et.com,(429) 783-3610,,,,true,true,false,,,,true
40547,IKX64RCO,Amy,Barnes,Bethlehem,ID,sagittis.Duis@non.ca,(589) 297-0478,false,,true,true,,false,,true,,
40566,ROA28NIN,Tarik,English,Concord,NU,enim.nec.tempus@feugiatLoremipsum.edu,(566) 208-4352,,false,,false,,false,,true,true,true
40595,FIJ87IXA,Bree,Petty,Roanoke,LA,sed.consequat.auctor@rutrum.edu,(882) 770-7173,,false,,false,true,,,,,false
40620,RMT92UNE,Autumn,Beard,San Mateo,RI,augue@ante.ca,(955) 367-1310,true,,true,false,false,,false,,,
40634,VJS05FSY,Stuart,Norman,Holyoke,WI,non@orcilobortisaugue.com,(336) 479-5074,false,,,,false,true,,true,true,false
40655,UHB20KAX,Jarrod,Parrish,Hammond,YT,urna.Vivamus.molestie@mattissemper.com,(316) 941-8195,,false,true,,true,,false,true,true,
40678,YPY42ZIZ,Katell,Russell,San Rafael,NV,arcu.Nunc.mauris@Curabiturmassa.org,(734) 923-8185,true,,false,false,,,true,,true,true
40695,BPJ08TZO,Lucy,Ewing,New York,QC,auctor.velit@interdumligula.edu,(197) 744-7069,,false,,false,,,,,true,
40708,OCJ90OTP,Nathan,Webster,Sheridan,SK,pretium.neque.Morbi@sapienNuncpulvinar.ca,(632) 997-2446,,true,,,false,false,true,,,false
40724,REN28YFK,Upton,Baxter,Frisco,BC,interdum.enim.non@quisaccumsanconvallis.ca,(916) 926-6111,true,true,,false,true,,true,,false,
40744,HQY11LFR,Leo,Bean,Indio,PE,et.malesuada.fames@elitEtiamlaoreet.edu,(296) 732-1613,,false,true,false,,,true,,,false
40766,HCM07WEJ,Charlotte,Bartlett,Thiensville,OR,nisi@acmieleifend.org,(906) 522-0518,false,false,,,false,,,,false,
40789,DCA26LER,Hector,Woodward,Signal Hill,DE,Sed.molestie.Sed@sollicitudincommodoipsum.ca,(762) 775-6121,,,true,,true,false,,,,false
40805,QEQ40NPB,Isaiah,Farmer,Santa Ana,NU,Donec.tempor@primisin.edu,(728) 393-7546,,false,true,false,false,true,true,,,false
40819,PIC51RHD,Rashad,Ware,Barre,YT,elit@magna.edu,(520) 699-3530,,,,true,false,,,,,
40840,HEH71GQW,Clarke,Stanley,Seal Beach,PE,eget.nisi@egestas.edu,(210) 613-3821,false,false,,true,true,true,true,,,
40855,TOX85IFO,Gannon,Cobb,Everett,MB,ac@adipiscingelitAliquam.com,(753) 811-0434,false,,,false,,true,,,,true
40883,CHN90PBP,Kylan,Rasmussen,Los Alamitos,ID,arcu.et.pede@molestie.edu,(550) 913-0814,,,,,true,,true,true,false,
40898,WXA56GKO,Carolyn,Pate,Utica,NT,urna.convallis.erat@Cum.edu,(790) 813-8274,,,true,false,,false,,,,false
40924,FTZ24TOD,Yuli,French,Oneonta,NM,mollis.lectus.pede@urnaam.com,(452) 513-4316,true,,,true,true,true,,,,true
40942,MPT73TDJ,Xenos,Graham,Newcastle,ON,lorem@eu.ca,(424) 481-1242,true,false,,,,true,true,,false,
40959,RVW91TTS,Jemima,Ford,Vermillion,MD,fermentum.arcu@vitaeodiosagittis.com,(122) 857-0704,false,false,,true,,,false,,true,
40978,OIS29NBA,Aline,Coffey,Waltham,NS,urna.nec.luctus@dolorelit.ca,(620) 801-9421,true,,false,,,,false,,true,
41000,VCS81SCZ,Kieran,Wise,Healdsburg,BC,vitae.sodales@vitae.org,(400) 117-2464,,,,,,,true,,false,
41017,XRB46JUP,Ferris,Griffith,Columbia,PE,Duis.at@sitametdapibus.edu,(309) 375-2987,,true,,,,,,true,,
41037,RYO80DQJ,Anne,Meyers,Reading,NH,sem.elit.pharetra@Duis.com,(664) 704-1947,false,true,,true,true,true,,false,,
41062,CJM01VRH,Beatrice,Osborne,Hartland,NH,egestas.blandit.Nam@blanditviverra.com,(348) 807-5428,true,,,,false,,,false,false,
41086,ZQA88ZQX,Josiah,Roberson,Owensboro,YT,Sed.eget.lacus@fringillaDonecfeugiat.ca,(688) 395-5827,true,,false,false,,true,,,,
41100,WYT51NCS,Hop,Grimes,Waco,PE,tellus.Nunc.lectus@massa.org,(178) 939-8053,,,false,,false,,,,false,true
41124,GBB93SKI,Blossom,Strong,Santa Barbara,NL,arcu.Sed@ipsumnunc.edu,(677) 505-3780,,,,true,true,true,,true,,false
41143,GVT62PVF,Griffith,Moody,Durant,AZ,In.condimentum@rhoncusProinnisl.org,(702) 175-2079,,,true,true,false,,,,,true
41164,IDC77CXA,Morgan,Lynn,Redondo Beach,NT,nec@ultricesDuisvolutpat.com,(861) 137-9395,,,true,true,,,true,,,false
41180,NWI69ZZW,Cyrus,Stephens,Beloit,OH,massa.non.ante@natoquepenatibus.ca,(644) 386-4943,true,false,true,,false,,false,false,true,
41202,RFQ81UXE,Igor,Molina,Highland Park,NS,accumsan@Morbiaccumsanlaoreet.edu,(812) 120-0432,true,false,true,true,,,false,false,,false
41220,CDL88OEN,Derek,Conner,Tulsa,NC,Donec.nibh.enim@tincidunt.com,(871) 366-6829,,,true,false,,,true,true,,true
41234,EMW50RDH,Rhiannon,Aguirre,Raleigh,NS,id.ante@Quisque.org,(630) 966-0030,,false,false,true,,,,,,
41254,XRH09SOG,Kane,Hicks,Sonoma,IA,ligula.Aenean@placerateget.ca,(450) 759-9487,true,,false,false,,false,,,,false
41270,JVI23FJY,Iris,Knapp,Lodi,NT,Suspendisse@molestietortor.com,(619) 120-7398,,,,,true,,,,,true
41296,GDW22WYA,Hu,Fischer,Prescott,AZ,dictum.eu@a.com,(343) 109-6144,,,true,,true,,,,,true
41318,JMK71LWY,Ayanna,Townsend,Dothan,SD,nisl.sem.consequat@pretium.com,(198) 738-5234,true,,false,,,,,false,,true
41339,BPX56AWK,Whoopi,Snyder,Biddeford,QC,Nunc.lectus.pede@Nunccommodo.ca,(913) 785-3641,false,,true,true,,,true,false,,
41357,TYS73CAR,Curran,Carey,Hazleton,MO,luctus.ipsum@justo.ca,(185) 547-2398,,true,,false,false,false,,,,
41375,ZQI48BIC,Wing,Leach,Christiansted,NT,dictum.mi@semper.ca,(210) 614-1384,,true,true,false,true,true,,,false,true
41392,TJL38ECH,Kato,Barnett,Green Bay,MD,Vestibulum.ut@enim.edu,(553) 170-0162,false,,,false,,true,true,,,true
41411,OAG81ENS,Tyrone,Melton,Fairmont,HI,sit@purus.org,(405) 200-9820,,false,,false,true,true,,false,true,false
41427,ONG46SNX,MacKenzie,Francis,Dallas,NE,dolor.egestas.rhoncus@ornareInfaucibus.edu,(433) 435-6261,true,,,true,true,false,,,false,
41447,RKP83FFC,Jade,Branch,Steubenville,MN,netus@Ut.ca,(849) 736-2137,,false,,,,true,false,true,false,
41472,OKF14HXQ,David,Lane,Sierra Vista,LA,consequat.nec.mollis@vitaedolor.org,(929) 890-8446,false,,,,,false,,false,,
41491,PMY73GXG,Noble,Carpenter,Woburn,MN,Aenean@convallis.ca,(940) 145-3194,false,,false,,true,true,,true,,
41516,XGS96YZG,Seth,Zimmerman,Passaic,SK,risus.varius@leoin.com,(948) 210-3580,true,false,false,,false,false,,true,,
41538,QHK84ZLI,Zeph,Sutton,Meridian,AB,Suspendisse@augueid.com,(402) 978-9911,,false,false,,,true,,,,
41552,JXO81YNP,Cheryl,Pacheco,Boston,SK,aliquet@sociis.org,(368) 289-1334,,true,true,false,true,true,true,true,true,false
41573,XGW93GEO,Ferdinand,Mcguire,Kingston,KS,ac.feugiat.non@Aliquamgravidamauris.edu,(739) 760-0343,,false,,,,,,true,,false
41600,URT15CFC,Kylee,Delaney,Richmond,VT,natoque.penatibus.et@Sedcongueelit.com,(293) 901-9804,,,,true,true,false,,,,false
41619,UZC72CHU,Imogene,Payne,Mount Pleasant,NU,Nunc@et.ca,(986) 487-6074,,,false,false,,,false,true,,
41641,UKN61EQQ,Nicholas,Johnson,Boise,BC,dolor.a.semper@ligula.com,(123) 400-1499,,true,,false,,true,false,,false,
41663,TEN61EYD,Travis,Ramirez,Springfield,MN,nisi.Cum@accumsansedfacilisis.org,(540) 167-4345,false,,false,true,,false,,true,true,false
41684,XVY55HVL,Chiquita,Webb,Wichita,SK,Morbi.sit@felis.ca,(874) 300-9758,true,true,,false,false,,true,false,,false
41706,JHS76OBM,Mia,Cleveland,Medford,NY,Fusce@lobortisrisus.edu,(240) 286-5946,,,true,true,,false,true,true,,
41724,GLY74CSX,Hall,Hardin,Lewiston,NU,diam.luctus.lobortis@consectetuerrhoncus.com,(827) 798-3161,,false,,,true,,,true,false,
41738,ZHA55NHZ,Uma,Dickson,Idaho Falls,WV,Sed.nec@dapibusgravida.org,(221) 444-2057,,,,,,false,true,,true,
41768,YOF16EWI,Patricia,Klein,Port Washington,SD,tincidunt.Donec@Inlorem.ca,(850) 190-9389,true,,,true,,,false,true,false,
41784,CII16NKR,Naomi,Davenport,Norton,NU,Nam.ac.a@rhoncusProin.edu,(156) 303-7119,,,,,,false,,,,
41805,RPO35HBH,Diana,Keller,Bellflower,NL,lectus@tristique.com,(327) 869-4871,,false,,,true,true,false,false,false,
41820,SVX48VDO,Forrest,Rios,New Kensington,OR,pellentesque@Vivamus.org,(875) 939-9869,,false,,,,,true,true,,false
41844,UYQ58QKO,Micah,Decker,Cumberland,AB,fames.ac.turpis@Cum.edu,(456) 864-3847,true,false,,true,false,false,true,false,true,true
41859,ZAP27QIV,Lars,Hogan,North Las Vegas,OK,nec@justoPraesent.org,(894) 553-7641,,,,true,false,,true,,true,false
41884,ASD42MDV,Jasper,Vang,The Dalles,NL,semper.rutrum.Fusce@est.edu,(775) 953-1599,true,,,,,,,,,false
41906,OCA32EWA,Todd,Hines,Lynchburg,FL,am.lobortis.quam@tinciduntpede.ca,(416) 912-8688,false,false,false,,,,,,true,false
41926,SWJ97FJQ,Stewart,Morgan,Kalamazoo,NU,et@netuset.edu,(454) 917-7721,,true,true,false,,true,,false,false,
41951,VFQ78INH,Herrod,Watts,Hackensack,AB,mi.pede.nonummy@ornareFuscemollis.com,(190) 721-0662,,,false,false,false,,,false,,true
41975,XOE02SGB,Ashton,Strong,Geneva,TX,at.lacus@temporeratneque.org,(204) 645-1129,,false,false,false,,,,,true,true
41997,VWV07CXD,Kirestin,Summers,Columbus,NH,sapien@tellus.com,(279) 506-4791,,,,false,,false,false,,,
42016,QLQ38CPZ,Melissa,Hill,Denver,OH,dui@velitjusto.ca,(471) 604-2959,true,,,true,,,,,,false
42036,GQD56QLY,Maxine,Clayton,Brea,ME,sem@Curabituregestasnunc.ca,(152) 307-8968,,,false,,true,,,false,true,false
42053,VSV73LSB,Solomon,Gonzalez,Auburn Hills,PE,Duis.elementum.dui@rutrum.edu,(605) 442-5169,true,,,false,true,true,,,,
42068,LJY01CLJ,Amery,Dennis,Chandler,YT,elit.sed@Aliquamadipiscinglobortis.com,(845) 720-4474,true,,false,false,true,true,true,,true,
42083,KHH59BBP,Constance,Harding,Logan,CT,Nam@ipsumDonecsollicitudin.com,(209) 289-4561,true,true,,false,false,false,true,true,true,
42107,MIS50TNA,Cailin,Phillips,Jefferson City,MS,dictum@disparturient.com,(458) 681-4750,false,,,,,,true,,true,
42125,JLT50MJE,Ray,Nielsen,Charlottesville,NU,enim.gravida@est.edu,(273) 472-4750,false,,false,false,,true,true,true,,true
42153,SMR81WUB,Karina,Hooper,Terre Haute,NC,enim.gravida.sit@Etiamgravidamolestie.ca,(408) 778-1726,,true,,false,false,,false,false,false,true
42171,DDA64UMN,Yoshio,Dillard,Tustin,OR,dis@ac.org,(156) 401-6676,,false,,true,true,,true,,,false
42197,LXT33ARC,Pamela,Higgins,Baton Rouge,SK,vehicula.Pellentesque.tincidunt@estmaurisrhoncus.ca,(941) 455-1692,,,true,true,false,,,,true,
42223,LKE28DTV,Hoyt,Stevens,Frederick,MD,eu.ultrices.sit@Proin.ca,(177) 290-4901,,,false,,true,,,false,,false
42244,YNV20SLF,Kasper,Browning,Parma,BC,eu@auctorvitaealiquet.com,(178) 598-7504,,true,true,,,,,false,,true
42266,RXW08MKK,Brielle,Williams,Salem,MB,arcu.Vestibulum@vehiculaPellentesque.edu,(535) 195-5152,,true,true,,true,,false,false,,false
42281,ZWV18OOV,Ezekiel,Saunders,Santa Fe,AZ,dolor.tempus.non@ullamcorpereu.org,(640) 606-2730,,,,,,true,true,true,,true
42302,TIC41DWW,Aiko,Richmond,Derby,MB,tempus.scelerisque@pedeCumsociis.org,(603) 317-1799,true,true,,false,true,false,false,,false,false
42317,UOF96XZF,Angelica,Butler,Rochester,NE,eu.dolor@purusaccumsan.com,(150) 520-4934,,false,,,false,,,true,,false
42337,CAW01OHU,Garrison,Wood,Bessemer,YT,ornare@MaurisaInteger.ca,(865) 202-1842,false,true,,,true,true,false,true,true,
42355,YHO66ROE,Branden,Butler,Lowell,LA,commodo.hendrerit.Donec@enimEtiamimperdiet.org,(408) 903-6412,,true,false,,false,false,true,true,,
42369,BGS28SZT,Ifeoma,Atkins,Valdez,NT,nec.orci@am.edu,(512) 947-9852,false,true,true,true,false,true,,true,true,true
42385,NFL96GLT,Nissim,Mcfarland,Irvine,MN,ut.pellentesque@libero.edu,(351) 158-5558,false,,,true,true,,,true,,false
42395,RKP15NOG,Jana,Lester,Hot Springs,QC,at.risus.Nunc@nisi.org,(850) 853-1950,,,false,,,true,false,,,true
42416,MGR29PPJ,Kevyn,Bowen,North Platte,PE,molestie.sodales.Mauris@rhoncusidmollis.ca,(945) 996-9462,,,false,true,false,false,,true,true,
42432,JFY89ZUU,Naomi,Guthrie,Alameda,DC,posuere.cubilia.Curae;@gravidasit.ca,(100) 434-5726,true,,true,,false,true,,false,,false
42449,GAC47QQA,Neil,Short,Kenner,CT,mauris.Suspendisse@eu.org,(955) 227-1252,,,true,true,true,,true,false,,
42465,JTT05NZH,Joan,Valenzuela,Lakeland,NV,aliquet.metus@Maurisvelturpis.ca,(631) 848-8542,,false,false,true,false,,false,false,true,
42498,APR99XNW,Mari,Vinson,Rolla,SK,Donec@Vivamussitamet.org,(255) 484-6679,,true,false,false,,,,,false,false
42511,OUU83OTU,Raya,Levine,Nashville,MN,urna@quis.org,(199) 763-2731,,true,false,,,true,false,true,true,false
42528,MVW32VUZ,Hermione,Ewing,Walnut,IL,arcu@velturpisAliquam.com,(331) 326-7191,true,true,true,,true,,false,false,false,
42542,ZCT52TDK,Libby,Lopez,Pass Christian,WY,enim.gravida.sit@risusQuisquelibero.edu,(197) 840-8536,,true,,,,true,,true,,true
42563,NNR87AAW,Delilah,Massey,DuBois,MB,ut.erat@dis.ca,(350) 891-0066,false,,,false,false,false,,,false,
42586,RNI59KYB,Miriam,Weeks,Palo Alto,KY,tellus@seddictumeleifend.org,(575) 440-4981,,false,,false,true,,true,false,,true
42601,YOO47QEW,Clark,Cash,Burlington,BC,nunc.a.vulputate@Nuncsed.ca,(288) 342-9498,,false,,,false,,,false,,
42623,THM04JMH,Angela,Macias,Radford,MS,sed.leo.Cras@interdumligulaeu.ca,(265) 766-1924,,false,,,,,,false,,false
42638,SNH99VOR,Petra,Mcdaniel,Yazoo City,AZ,dolor@velitegetlaoreet.edu,(221) 544-1569,,true,true,false,,false,true,,false,
42660,YPH14PLL,Mallory,Stanley,Eufaula,QC,Praesent@urnaUttincidunt.ca,(366) 195-4031,,true,,,,true,true,,,
42683,RDQ85XAK,Astra,Snow,Montebello,NL,nisi.nibh@lacinia.ca,(143) 642-7723,,,true,true,,true,,,,false
42701,JZA78YQB,Kay,Glenn,Chelsea,KS,ipsum@penatibusetmagnis.org,(347) 498-3090,false,false,,true,true,,true,false,,true
42719,PHH62FNS,Roanna,Bruce,Janesville,MB,ipsum.dolor.sit@diam.edu,(672) 359-0036,,true,true,false,true,,true,,true,true
42734,VJT03QQI,Cheryl,Puckett,Weymouth,NT,a@Duisdignissimtempor.org,(347) 858-0522,false,,,true,true,true,,,,true
42750,YTM75GAU,Hayley,Sawyer,Danbury,MS,Vivamus.rhoncus@augueeutempor.edu,(783) 840-6118,true,false,,,true,,,true,,true
42776,UFL51HUW,Lars,Mccormick,San Marino,MS,mi@aliquetmetus.ca,(841) 363-7358,true,false,,,false,true,,,,
42799,KSX57NJG,Quyn,Ayers,Muskegon,MB,pede.nec@imperdiet.org,(394) 933-3183,,true,,,true,false,,false,,
42816,LDE26LGY,Hakeem,Cash,Ithaca,NT,tortor@Quisqueaclibero.ca,(749) 108-4438,,,true,true,false,false,false,true,false,
42835,MVL20HFJ,Phyllis,Gutierrez,Wilmington,AB,arcu.iaculis.enim@ligulaelit.com,(754) 755-8258,,false,false,,,,,false,true,false
42857,RXS67GUU,Cherokee,Barron,Philadelphia,ON,nibh@accumsanlaoreet.com,(217) 205-5054,,,true,true,true,false,true,true,,true
42873,WSR52QZZ,Lunea,Galloway,Fort Wayne,YT,a@tristiquesenectus.ca,(432) 223-6632,false,true,true,,true,,true,,,
42895,QHE03CYC,Julian,Roach,Rancho Palos Verdes,YT,tincidunt.aliquam@Proin.edu,(952) 248-4219,,,true,,true,,false,false,,true
42925,ZVX82EPD,Vielka,Boone,Nevada City,MA,massa.lobortis@aclibero.com,(259) 356-1528,,,false,,false,,,,,
42940,TED30WYS,Lenore,Hammond,Hot Springs,NV,ac@nectempusmauris.ca,(796) 532-0861,,,,false,,false,,,,
42954,WPY92KYX,Cara,Buckner,Crown Point,PA,faucibus.id.libero@convallisantelectus.com,(592) 727-9385,false,,,,,,false,,false,
42972,ELZ85UHP,Jason,Bruce,Warner Robins,SK,non@Maecenaslibero.ca,(776) 372-2291,,true,,false,,false,true,,,
42988,FTZ52YWH,Charissa,Lynch,Jenks,AK,senectus@euaat.com,(739) 770-1503,,false,,,,true,,,true,false
43004,RLU31AUA,Joseph,Giles,Lincoln,NS,magna@semper.org,(776) 565-3024,false,,,false,false,false,true,,false,
43030,KRU94PXF,Orla,Kennedy,Villa Park,NS,elit.Aliquam.auctor@In.ca,(486) 558-6601,,false,false,false,,false,,false,,
43049,NVP75OMI,Jamalia,Farley,Grambling,NH,ullamcorper.nisl@ac.com,(844) 906-3983,true,false,false,false,false,,,true,,
43062,WFP50LNX,Paki,Daugherty,Wichita Falls,NS,egestas.Aliquam@Cumsociisnatoque.org,(827) 376-4134,,,false,false,,false,,,false,
43087,QKU79UIU,Brett,Phillips,Fall River,NH,est.ac@lacus.com,(505) 113-6156,,false,,,false,,,true,,true
43114,QYY62APZ,Eric,Cochran,Laguna Beach,NT,eget@semmolestie.edu,(336) 556-1642,true,false,false,,,,,,true,false
43142,KKH19WDS,Aubrey,Dyer,Gardner,PE,Ut@luctussitamet.ca,(826) 316-0526,,true,,false,,true,true,true,false,
43175,EHQ10THE,Chase,Mckay,North Tonawanda,YT,diam@at.ca,(488) 514-3500,,false,,,,,,,,
43189,ZZB58QDH,Kelsie,Richards,Menomonee Falls,NU,Proin@convallisestvitae.com,(305) 679-7343,,,false,,,true,,,,true
43215,ICJ88LBD,Marshall,Wilkerson,Sheridan,TX,tincidunt@acsem.org,(938) 826-8207,,true,true,,true,,,true,false,false
43230,FRA56WXE,Elton,Clarke,Dodge City,AK,facilisis.facilisis@gravidasitamet.org,(146) 317-4151,,,true,,true,false,false,false,true,false
43244,RGH82UKP,Jelani,Greer,Hackensack,OK,lectus.pede@Praesentluctus.edu,(612) 835-9666,false,false,,true,false,false,,false,,true
43266,YHN82HHN,Libby,Strong,Rome,HI,in.faucibus@aliquam.org,(269) 430-1631,false,,false,false,true,,false,false,true,
43288,CNR81EOX,Rowan,Gonzalez,Methuen,YT,augue.malesuada.malesuada@eu.org,(443) 706-2683,false,,,true,,,true,,,
43305,CUB48JQW,Kato,Briggs,Sault Ste. Marie,LA,non.luctus.sit@Sedcongueelit.ca,(273) 304-3844,true,false,,true,,false,false,true,true,true
43321,GBJ98TXF,Yeo,Wilcox,Fond du Lac,IL,malesuada.augue.ut@nisi.ca,(749) 905-7355,,,false,,,true,true,,,
43344,CFT34RXH,Lee,Avery,Stanton,OR,erat.volutpat.a@lobortis.org,(630) 469-9432,false,true,false,,,false,false,,,
43362,YIO54PQX,Davis,Chandler,Flint,AB,malesuada.vel@est.com,(526) 680-6976,true,,,true,,true,,,false,
43385,WJP64ECN,Quintessa,George,Louisville,NL,dictum.eu@lectusCumsociis.com,(133) 186-0440,true,,true,,,,,,,false
43412,GPM51AXS,Juliet,Price,Newport,NB,sit@magnamalesuada.edu,(619) 157-9895,true,,,,,true,,false,false,
43430,TCN20JZG,Aurelia,Higgins,Dothan,NL,tempor.arcu@pedeNunc.com,(748) 471-7674,,false,,,false,false,true,false,true,
43449,KMS15RPY,Guy,Reid,Scottsdale,NB,imperdiet.dictum.magna@necanteblandit.org,(382) 431-6821,,true,false,,,,false,true,true,
43462,DGX17MEN,Noah,Price,Arvada,NV,rhoncus.am.velit@risus.org,(807) 472-7571,,false,,true,false,,true,true,,
43482,MFV80BAL,Carissa,Dickson,Duncan,YT,euismod@turpisAliquamadipiscing.ca,(748) 846-9478,,,,false,false,,,false,false,
43498,MOZ42OXZ,Driscoll,Mueller,Kemmerer,TN,tortor.dictum@mus.ca,(802) 803-1373,true,true,,false,true,false,true,false,,false
43517,TFO60YBR,Maggy,Bonner,Corinth,ON,metus@sit.edu,(702) 127-1647,true,true,,false,true,,,false,false,true
43537,HVA19SNJ,Jackson,Alston,Newton,BC,nibh@eratvolutpat.org,(201) 252-8894,,true,true,,,,false,,true,
43558,QRB41CWB,Lydia,Torres,Honolulu,QC,lectus.sit.amet@Loremipsum.edu,(506) 646-9293,,false,,,true,,true,true,false,false
43576,TZO15JKW,Abigail,Fry,Williston,SD,a.mi.fringilla@consectetuer.com,(148) 891-2843,false,false,,true,,,true,true,true,false
43589,EIA87BNO,Quincy,Dotson,New Madrid,NJ,urna.Vivamus@tacitisociosquad.edu,(102) 754-6097,true,,true,false,,false,,true,true,
